QTR,CARRIER,SOURCE_CITY,DEST_CITY,ORDER_COUNT,AVG_TRANSIT_DAYS,ACTUAL_TRANSIT_DAYS,ONTIME_PERFORMANCE
2024 3,ODFL,ELWOOD,TOBYHANNA,10,2,4,80
2024 3,ODFL,ELWOOD,CLEVELAND,34,2,6,59
2024 3,ODFL,PHARR,WARREN,6,4,5,34
2024 3,ODFL,ELWOOD,ST. JAMES,4,1,2,50
2024 3,ODFL,REDLANDS,WOODLAND,24,1,3,73
2024 3,ODFL,RICHMOND,WINDSOR,22,2,5,14
2024 3,ODFL,ELWOOD,OPELOUSAS,18,2,4,43
2024 3,ODFL,ELWOOD,BROOKPARK,5,1,10,20
2024 3,ODFL,LANCASTER,NEWTON,10,2,6,40
2024 3,ODFL,RICHMOND,BREINIGSVILLE,6,1,5,50
2024 3,ODFL,PHARR,REDLANDS,17,3,8,18
2024 3,ODFL,PHARR,COPPELL,24,1,5,42
2024 3,RBTW,GRAND RAPIDS,REDLANDS,13,3,5,16
2024 3,ODFL,REDLANDS,DAYTON,4,4,6,50
2024 3,ODFL,LANCASTER,SHAFTER,1,3,5,100
2024 3,ODFL,ELWOOD,CHIPPEWA FALLS,33,1,3,38
2024 3,ODFL,LANCASTER,GALESBURG,6,3,6,34
2024 3,RBTW,SUMNER,CLACKAMAS,2,6,6,50
2024 3,ODFL,SUMNER,PUYALLUP,18,1,5,67
2024 3,ODFL,PHARR,BERKLEY,6,4,5,34
2024 3,ODFL,REDLANDS,NEWPORT NEWS,3,4,9,100
2024 3,ODFL,SUMNER,FONTANA,4,2,7,75
2024 4,ODFL,REDLANDS,WEST JORDAN,24,2,6,24
2024 4,ODFL,ELWOOD,WARRENSVILLE HEIGHTS,3,1,3,100
2024 4,ODFL,ELWOOD,LOVELAND,8,2,4,38
2024 4,ODFL,REDLANDS,MIDWAY,2,4,5,100
2024 3,RBTW,REDLANDS,TURLOCK,40,1,1,13
2024 3,RBTW,ELWOOD,READING,2,1,2,50
2024 3,ODFL,RICHMOND,MIDLOTHIAN,12,2,7,100
2024 3,ODFL,RICHMOND,TYLER,10,3,7,70
2024 3,ODFL,ELWOOD,PRINCETON,32,1,4,28
2024 3,ODFL,ELWOOD,SHAFTER,2,4,6,100
2024 4,ODFL,RICHMOND,WELLS,12,2,4,67
2024 4,RBTW,GRAND RAPIDS,LANCASTER,29,5,3,7
2024 3,ODFL,REDLANDS,RIALTO,19,1,3,20
2024 3,ODFL,ELWOOD,MIDLOTHIAN,6,2,4,100
2024 3,ODFL,ELWOOD,RIALTO,4,3,8,50
2024 3,ODFL,ELWOOD,PUEBLO,8,3,9,50
2024 4,ODFL,RICHMOND,TEWKSBURY,8,2,8,13
2024 4,ABFS,LANCASTER,CORSICANA,9,1,6,12
2024 4,RBTW,RICHMOND,POTTSVILLE,1,1,3,100
2024 4,ODFL,PHARR,ONTARIO,21,3,8,15
2024 4,ABFS,LANCASTER,GRAIN VALLEY,11,2,5,10
2024 3,ODFL,REDLANDS,RICHMOND,3,4,4,100
2025 1,ODFL,RICHMOND,HATTIESBURG,19,3,6,32
2024 4,ODFL,REDLANDS,LEBEC,6,1,5,34
2024 4,ODFL,REDLANDS,FARR WEST,6,2,4,34
2024 4,ODFL,ELWOOD,NORFOLK,4,1,3,100
2024 4,ODFL,LANCASTER,BOYNTON BEACH,4,2,7,100
2025 1,ODFL,LANCASTER,KANSAS CITY,27,2,5,23
2025 1,ODFL,RICHMOND,JEFFERSON,24,1,3,30
2025 1,ODFL,LANCASTER,LONGVIEW,12,1,2,50
2025 1,RBTW,GRAND RAPIDS,FENTON,58,1,2,24
2025 1,ODFL,ELWOOD,WEST JEFFERSON,15,1,4,14
2025 1,ODFL,PHARR,GREENCASTLE,10,5,7,60
2025 1,RBTW,ELWOOD,RICHMOND,43,3,3,4
2025 1,ODFL,ELWOOD,MEDINA,15,1,4,24
2024 4,ODFL,ELWOOD,SANGER,6,2,5,34
2024 4,ODFL,REDLANDS,OCONOMOWOC,3,4,6,67
2024 3,ODFL,PHARR,ELWOOD,3,2,6,100
2024 4,ODFL,RICHMOND,TAYLOR,12,1,6,42
2024 4,ODFL,LANCASTER,CHIPPEWA FALLS,9,2,5,34
2024 4,ODFL,LANCASTER,RIALTO,9,2,7,23
2024 4,ODFL,ELWOOD,BROOKSVILLE,4,3,5,100
2024 4,LRGR,SUMNER,REDLANDS,1,2,1,100
2024 4,ODFL,RICHMOND,MEDINA,6,2,8,50
2025 1,ODFL,LANCASTER,ARDMORE,14,3,5,8
2024 4,ODFL,PHARR,GREENCASTLE,9,4,7,56
2024 4,ODFL,ELWOOD,SMYRNA,6,2,4,67
2024 4,ODFL,RICHMOND,MARCY,2,2,5,100
2025 1,ODFL,ELWOOD,READING,7,2,4,43
2025 1,ODFL,RICHMOND,INDIANAPOLIS,4,2,6,50
2025 1,ODFL,RICHMOND,MARCY,8,3,4,100
2024 4,ODFL,RICHMOND,MIDWAY,6,1,5,34
2025 1,ODFL,LANCASTER,TIFTON,4,2,4,100
2024 4,ODFL,ELWOOD,MCLEANSVILLE,4,2,5,100
2025 1,ODFL,LANCASTER,FRENCH CAMP,2,3,7,100
2024 4,ODFL,REDLANDS,ARVIN,3,1,3,100
2024 4,ODFL,LANCASTER,SMYRNA,2,3,5,100
2024 4,ODFL,LANCASTER,MT. CRAWFORD,2,2,5,100
2025 1,ODFL,PHARR,LAKE BUENA VISTA,4,4,4,50
2025 1,ODFL,RICHMOND,JUPITER,15,2,6,80
2025 1,ODFL,REDLANDS,MORENO VALLEY,16,2,3,38
2025 1,ODFL,LANCASTER,WILMER,20,1,2,70
2025 1,RBTW,RICHMOND,LANCASTER,4,2,3,25
2024 4,ODFL,LANCASTER,URBANA,2,2,3,100
2025 1,ODFL,REDLANDS,TYLER,4,3,4,100
2025 1,ODFL,ELWOOD,WOODLAND,4,4,7,50
2025 1,ODFL,REDLANDS,DINUBA,2,1,6,100
2025 1,RBTW,ELWOOD,READING,3,1,3,50
2025 1,ODFL,RICHMOND,GALESBURG,4,2,5,100
2025 1,ODFL,PHARR,FORT WAYNE,2,3,6,50
2025 1,ODFL,ELWOOD,NORTH CANTON,2,1,5,50
2025 1,ODFL,ELWOOD,TYLER,4,2,3,50
2025 1,ODFL,ELWOOD,DAYTON,2,3,6,100
2025 2,ODFL,PHARR,CAROL STREAM,11,3,6,19
2025 2,ODFL,ELWOOD,ROANOKE,2,2,6,100
2025 2,ODFL,ELWOOD,TOBYHANNA,6,2,4,100
2025 2,ODFL,PHARR,LITHIA SPRINGS,6,3,7,34
2025 1,ODFL,REDLANDS,SANGER,2,2,5,100
2025 2,ODFL,RICHMOND,TAYLOR,2,1,5,100
2025 2,ODFL,REDLANDS,ST. JAMES,3,3,5,67
2025 2,ODFL,PHARR,WAUREGAN,6,4,8,50
2025 2,ODFL,ELWOOD,SMYRNA,4,2,6,100
2025 1,ODFL,RICHMOND,FRIDLEY,2,3,5,100
2025 2,ODFL,ELWOOD,OCONOMOWOC,4,1,3,100
2025 2,ODFL,LANCASTER,SAN ANTONIO,15,1,2,27
2025 2,ODFL,REDLANDS,PHOENIX,11,1,2,73
2025 2,ODFL,REDLANDS,CLACKAMAS,21,2,5,67
2025 2,ODFL,PHARR,GROVEPORT,12,3,3,84
2025 2,ODFL,RICHMOND,COLDWATER,9,2,2,78
2025 2,ODFL,ELWOOD,NORFOLK,2,1,4,100
2025 2,ODFL,LANCASTER,BROOKHAVEN,2,1,3,100
2025 2,ODFL,ELWOOD,PEOSTA,5,1,5,60
2025 2,ODFL,RICHMOND,BOYNTON BEACH,1,2,7,100
2025 2,ODFL,PHARR,WEST SACRAMENTO,20,4,2,100
2025 2,AEQC,RICHMOND,KERNERSVILLE,20,1,1,15
2025 2,ODFL,REDLANDS,PUYALLUP,14,2,6,46
2025 2,ODFL,ELWOOD,LENEXA,19,1,4,36
2025 2,ODFL,REDLANDS,BENTONVILLE,35,2,1,100
2025 2,ODFL,ELWOOD,WEST JEFFERSON,10,2,3,12
2025 2,ODFL,ELWOOD,BLUFFTON,6,1,5,84
2025 2,ODFL,REDLANDS,RANCHO CUCAMONGA,20,1,4,75
2025 2,ODFL,ELWOOD,EDWARDSVILLE,18,1,2,50
2025 2,ODFL,REDLANDS,SACRAMENTO,11,0,2,46
2025 2,ODFL,REDLANDS,SPOKANE,48,1,3,85
2024 2,RBTW,GRAND RAPIDS,REDLANDS,8,4,5,13
2024 2,ODFL,ELWOOD,HURRICANE,18,3,5,12
2024 2,ODFL,PHARR,CHARLOTTE,12,3,6,17
2024 2,ODFL,ELWOOD,PORTLAND,34,4,7,27
2024 2,ODFL,ELWOOD,INWOOD,10,2,5,12
2024 2,ODFL,PHARR,LANCASTER,6,1,2,100
2024 2,ODFL,REDLANDS,PHOENIX,27,1,4,52
2024 3,RBTW,GRAND RAPIDS,LANCASTER,30,5,3,14
2024 2,ODFL,ELWOOD,CLEVELAND,16,2,7,58
2024 2,ODFL,RICHMOND,SANGER,2,2,6,100
2024 2,ODFL,ELWOOD,NEWTON,10,2,3,75
2024 2,ODFL,SUMNER,WOODLAND,16,2,3,50
2024 3,RBTW,REDLANDS,DINUBA,11,5,2,19
2024 2,ODFL,ELWOOD,LEBANON,3,1,4,100
2024 2,ODFL,ELWOOD,DORAL,10,3,6,20
2024 3,ODFL,RICHMOND,HATTIESBURG,24,3,5,50
2024 3,ODFL,ELWOOD,TIFTON,32,2,6,23
2024 3,RBTW,RICHMOND,FINDLAY,12,4,2,20
2024 3,ODFL,ELWOOD,KENOSHA,6,1,2,100
2024 3,ODFL,LANCASTER,TYLER,3,1,2,67
2024 2,ODFL,RICHMOND,PEMBROKE,4,2,5,25
2024 2,ODFL,RICHMOND,HOPKINSVILLE,4,2,4,50
2024 2,ODFL,ELWOOD,KANSAS CITY,28,1,4,8
2024 3,ODFL,LANCASTER,LUBBOCK,4,1,3,100
2024 2,ODFL,REDLANDS,KANSAS CITY,6,3,5,34
2024 2,ODFL,ELWOOD,TAYLOR,5,2,5,40
2024 2,ODFL,ELWOOD,RIALTO,4,3,7,50
2024 2,ODFL,REDLANDS,ONTARIO,4,1,4,25
2024 3,ODFL,ELWOOD,SHELBY,46,2,4,37
2024 3,ODFL,LANCASTER,SAN ANTONIO,48,1,3,43
2024 3,ABFS,REDLANDS,SAN BERNARDINO,37,1,5,4
2024 3,ODFL,RICHMOND,WARSAW,24,1,5,15
2024 3,ODFL,REDLANDS,SAN BERNARDINO,55,1,4,6
2024 3,ODFL,SUMNER,RIALTO,4,2,6,100
2024 3,ODFL,PHARR,MONTGOMERY,6,4,7,50
2024 3,ODFL,ELWOOD,AMSTERDAM,18,2,5,58
2024 3,ODFL,ELWOOD,READING,12,2,4,42
2024 3,ODFL,RICHMOND,WELLS,10,2,4,80
2024 3,ODFL,RICHMOND,DUBLIN,10,2,5,30
2024 3,ODFL,PHARR,HAUPPAUGE,26,4,6,9
2024 3,ODFL,REDLANDS,BUCKEYE,15,1,5,54
2024 3,ODFL,ELWOOD,PLANO,32,1,3,16
2024 3,FXFE,PHARR,CAMARILLO,19,3,5,22
2024 3,ODFL,LANCASTER,PORTLAND,5,2,5,80
2024 3,ODFL,ELWOOD,WILMER,12,2,4,17
2024 2,ODFL,REDLANDS,SANGER,2,2,4,100
2024 3,ODFL,LANCASTER,GREENFIELD,5,2,4,25
2024 2,ODFL,RICHMOND,LA GRANGE,6,2,4,34
2024 2,ODFL,ELWOOD,BROOKHAVEN,4,2,5,50
2024 3,ODFL,SUMNER,WOODLAND,4,2,5,50
2024 3,ODFL,PHARR,GREENCASTLE,6,4,6,100
2024 3,ODFL,LANCASTER,CEDAR FALLS,4,2,4,75
2024 4,AFXN,RICHMOND,CRANBURY,87,3,3,5
2024 4,ODFL,RICHMOND,MIDLOTHIAN,4,2,6,50
2024 3,AEQC,RICHMOND,CARLISLE,172,2,2,4
2024 4,ODFL,LANCASTER,WOODLAND,9,3,6,67
2024 4,ODFL,ELWOOD,MILBANK,19,2,3,43
2024 2,ODFL,ELWOOD,PALESTINE,4,2,6,50
2024 2,ODFL,ELWOOD,SANGER,2,2,5,100
2024 3,RBTW,LANCASTER,READING,1,2,3,100
2024 3,ODFL,ELWOOD,MELROSE PARK,7,1,4,72
2024 2,ODFL,ELWOOD,COLDWATER,4,1,4,50
2024 3,ODFL,RICHMOND,PHOENIX,9,3,6,100
2024 3,ODFL,RICHMOND,GALESBURG,10,2,6,60
2024 3,ODFL,PHARR,WILLIAMSBURG,4,5,4,100
2024 3,ODFL,PHARR,BAYONNE,6,4,4,34
2024 2,ODFL,RICHMOND,MEDINA,3,2,6,100
2024 4,RBTW,RICHMOND,NEW CASTLE,16,2,2,13
2024 4,ODFL,REDLANDS,CLACKAMAS,48,2,6,89
2024 3,ODFL,LANCASTER,WILMER,3,1,3,34
2024 3,RBTW,REDLANDS,SALEM,9,5,3,17
2024 4,RBTW,RICHMOND,FINDLAY,12,1,2,45
2024 4,RBTW,RICHMOND,NICHOLS,7,2,2,43
2024 4,ODFL,RICHMOND,ALACHUA,24,2,5,28
2024 4,ODFL,RICHMOND,PORTLAND,7,2,4,58
2024 4,ODFL,ELWOOD,BEDFORD HEIGHTS,7,1,4,29
2024 4,ODFL,ELWOOD,PHOENIX,16,3,6,15
2024 4,ODFL,ELWOOD,PLANO,32,1,2,15
2024 3,ODFL,LANCASTER,LUFKIN,2,1,2,100
2024 3,ODFL,SUMNER,MERIDIAN,3,1,4,67
2024 3,ODFL,REDLANDS,RED BLUFF,3,1,2,100
2025 1,ODFL,ELWOOD,CLEVELAND,32,2,6,63
2025 1,ODFL,ELWOOD,PRINCETON,30,1,3,47
2024 4,RBTW,GRAND RAPIDS,REDLANDS,23,7,6,14
2024 4,ODFL,RICHMOND,SPRING VALLEY,6,3,6,34
2025 1,ODFL,REDLANDS,ROCKLIN,24,1,3,13
2025 1,ODFL,REDLANDS,CLACKAMAS,59,2,6,47
2024 4,ODFL,LANCASTER,NEWTON,8,2,5,75
2025 1,RBTW,RICHMOND,NEWTON,24,6,1,9
2025 1,ODFL,LANCASTER,SANGER,16,2,2,75
2025 1,ODFL,REDLANDS,AURORA,22,2,6,22
2024 4,ODFL,REDLANDS,GALESBURG,2,4,5,100
2024 4,ODFL,ELWOOD,MIDWAY,12,2,4,50
2024 4,ODFL,RICHMOND,RAYMOND,2,2,7,50
2024 3,ODFL,ELWOOD,STUARTS DRAFT,6,2,3,100
2024 3,RBTW,RICHMOND,ROMEOVILLE,1,1,1,100
2024 4,ODFL,RICHMOND,GANSEVOORT,30,2,6,9
2024 4,ODFL,RICHMOND,PERRYSBURG,18,2,5,34
2024 4,ODFL,ELWOOD,LEBANON,28,2,4,47
2024 4,ODFL,RICHMOND,WILLIAMSTON,12,1,5,50
2024 4,ODFL,ELWOOD,JOLIET,16,1,7,19
2024 4,ODFL,RICHMOND,JACKSONVILLE,42,2,9,25
2024 4,ODFL,REDLANDS,PORTERVILLE,8,1,3,100
2024 4,ODFL,RICHMOND,HOPKINSVILLE,8,2,6,13
2024 4,ODFL,REDLANDS,APPLE VALLEY,2,1,5,50
2025 1,ODFL,ELWOOD,VILLA RICA,14,3,4,22
2025 1,ODFL,ELWOOD,CHARLOTTE,13,3,5,37
2025 1,ODFL,RICHMOND,DUNN,10,1,3,50
2024 4,ODFL,ELWOOD,CLINTON,9,1,3,67
2024 4,ODFL,ELWOOD,BROWNSTOWN,12,1,3,17
2024 4,ODFL,ELWOOD,HUTCHINSON,3,2,3,100
2024 4,ODFL,REDLANDS,TYLER,4,3,6,50
2025 1,ODFL,PHARR,FENTON,27,3,5,15
2025 1,ODFL,PHARR,PHOENIX,29,3,5,7
2025 1,ODFL,REDLANDS,LOVELAND,11,3,6,46
2024 4,ODFL,RICHMOND,GROVE CITY,2,2,4,100
2025 1,ODFL,LANCASTER,WACO,6,1,3,67
2025 1,ODFL,ELWOOD,FT PIERCE,4,4,4,100
2025 1,ODFL,ELWOOD,ST. CLOUD,6,1,6,67
2024 4,ODFL,LANCASTER,LA GRANGE,2,2,4,100
2024 4,ODFL,LANCASTER,MENOMONIE,2,3,4,100
2025 1,ODFL,LANCASTER,LAKELAND,4,2,5,50
2025 1,ODFL,LANCASTER,WILTON,2,3,5,100
2025 1,ODFL,RICHMOND,PORTLAND,8,4,7,50
2025 1,ODFL,ELWOOD,PUEBLO,4,3,6,25
2025 1,RBTW,PHARR,REDLANDS,2,4,2,50
2025 1,ODFL,RICHMOND,MIDWAY,6,2,3,50
2025 1,ODFL,ELWOOD,LAKELAND,10,3,5,25
2025 1,ODFL,RICHMOND,MT. CRAWFORD,6,2,3,67
2025 1,ODFL,LANCASTER,CHAMBERSBURG,2,3,4,100
2025 1,ODFL,LANCASTER,GALESBURG,2,3,4,100
2025 1,ODFL,LANCASTER,CULLMAN,2,3,4,100
2025 1,ODFL,ELWOOD,TOPEKA,6,2,4,34
2025 1,ODFL,LANCASTER,PALESTINE,3,1,2,67
2025 1,ODFL,RICHMOND,MOUNT PLEASANT,4,2,7,25
2025 1,ODFL,RICHMOND,OCONOMOWOC,2,3,6,100
2025 2,LRGR,RICHMOND,BROOKSVILLE,46,8,6,10
2025 1,ODFL,LANCASTER,MIDLOTHIAN,6,1,1,100
2025 2,ODFL,REDLANDS,MOUNT PLEASANT,3,4,6,34
2025 2,ODFL,PHARR,ONTARIO,11,3,7,28
2025 2,ODFL,LANCASTER,LOVELAND,4,2,2,75
2025 2,ODFL,ELWOOD,RAYMOND,4,2,6,75
2025 2,ODFL,REDLANDS,WAXAHACHIE,2,2,4,100
2025 2,ODFL,LANCASTER,PORTERVILLE,3,3,4,67
2025 2,ODFL,LANCASTER,MARCY,2,3,5,100
2025 2,ODFL,RICHMOND,MENOMONIE,4,3,5,100
2025 2,ODFL,LANCASTER,AMARILLO,10,0,1,80
2025 2,RBTW,ELWOOD,CHIPPEWA FALLS,4,1,1,100
2025 2,ODFL,ELWOOD,HOPE MILLS,2,2,5,100
2025 2,AEQC,RICHMOND,JEFFERSON,12,1,2,67
2025 2,ODFL,LANCASTER,HATTIESBURG,2,2,2,100
2025 2,ODFL,REDLANDS,LAGRANGE,14,3,5,22
2025 2,ODFL,LANCASTER,OLIVE BRANCH,2,0,1,100
2025 2,ODFL,RICHMOND,TWINSBURG,22,2,1,100
2025 2,AEQC,GRAND RAPIDS,RICHMOND,45,5,4,5
2025 2,ODFL,REDLANDS,NEWTON,2,4,5,50
2025 2,ODFL,RICHMOND,NICHOLS,49,1,2,92
2025 2,ODFL,REDLANDS,WOODLAND,50,3,2,98
2025 2,ODFL,ELWOOD,MADISON,60,2,2,58
2025 2,ODFL,ELWOOD,CUMMING,20,1,2,60
2025 2,ODFL,ELWOOD,OTTAWA,37,2,3,65
2025 2,ODFL,RICHMOND,HICKORY,11,1,2,37
2025 2,ODFL,REDLANDS,ALBANY,32,1,3,63
2025 2,ODFL,LANCASTER,DAYTON,35,1,2,46
2025 2,ODFL,ELWOOD,STUARTS DRAFT,82,2,2,70
2025 2,ODFL,REDLANDS,TYLER,32,2,2,94
2025 2,ODFL,PHARR,GREENCASTLE,48,4,2,40
2025 2,ODFL,ELWOOD,KANSAS CITY,16,1,4,100
2025 2,ODFL,ELWOOD,SHAFTER,57,4,3,55
2025 2,ODFL,ELWOOD,PALM BEACH GARDENS,2,3,4,100
2025 2,ODFL,REDLANDS,OTTAWA,31,3,2,100
2025 2,ODFL,REDLANDS,SEALY,40,3,2,100
2025 2,ODFL,REDLANDS,VACAVILLE,21,0,1,100
2025 2,ODFL,REDLANDS,STOCKTON,14,1,2,100
2025 2,ODFL,ELWOOD,CHIPPEWA FALLS,41,1,2,81
2025 2,ODFL,RICHMOND,TEWKSBURY,3,2,7,34
2024 2,ODFL,LANCASTER,OPELOUSAS,6,1,2,50
2024 2,LOAM,LANCASTER,COPPELL,10,1,2,17
2024 2,ODFL,RICHMOND,SMYRNA,8,1,3,67
2024 2,ODFL,ELWOOD,COLORADO SPRINGS,8,3,7,25
2024 2,RBTW,LANCASTER,ARDMORE,8,9,1,15
2024 2,ODFL,PHARR,REDLANDS,14,3,6,43
2024 3,HOSD,GRAND RAPIDS,ELWOOD,257,4,2,52
2024 3,ODFL,RICHMOND,STAUNTON,22,1,5,19
2024 3,ODFL,REDLANDS,TYLER,6,3,6,84
2024 2,ODFL,RICHMOND,BOYNTON BEACH,5,2,7,60
2024 2,ODFL,ELWOOD,DACULA,12,2,7,100
2024 2,ODFL,ELWOOD,GREENFIELD,4,1,4,50
2024 2,ODFL,ELWOOD,BROOKSVILLE,6,3,5,34
2024 3,ODFL,LANCASTER,ROANOKE,5,1,3,100
2024 3,ODFL,LANCASTER,KANSAS CITY,20,1,6,28
2024 2,ODFL,ELWOOD,LENEXA,9,1,5,67
2024 2,ODFL,RICHMOND,LAKELAND,22,2,6,64
2024 3,ODFL,ELWOOD,COLORADO SPRINGS,28,3,6,13
2024 3,ODFL,REDLANDS,TOLLESON,8,1,3,50
2024 3,ODFL,RICHMOND,JEFFERSON,13,1,4,40
2024 2,ODFL,LANCASTER,SHAFTER,1,3,5,100
2024 3,ODFL,LANCASTER,AMARILLO,17,1,5,8
2024 2,ODFL,LANCASTER,SAN ANTONIO,12,1,2,28
2024 2,ODFL,REDLANDS,CLACKAMAS,3,2,4,100
2024 2,RBTW,SUMNER,SACRAMENTO,15,4,2,12
2024 2,ODFL,LANCASTER,CEDAR FALLS,4,2,2,75
2024 2,RBTW,RICHMOND,NICHOLS,5,3,1,20
2024 2,ODFL,ELWOOD,MOUNT PLEASANT,14,1,4,9
2024 3,ODFL,SUMNER,CHEHALIS,20,1,4,15
2024 2,ODFL,ELWOOD,PLANO,12,1,2,34
2024 3,ODFL,ELWOOD,GROVE CITY,10,1,4,75
2024 3,ODFL,RICHMOND,BROOKSVILLE,8,2,4,50
2024 3,ODFL,RICHMOND,MARCY,6,2,6,67
2024 3,ODFL,SUMNER,PHOENIX,9,3,7,78
2024 3,RBTW,ELWOOD,SHELBY TOWNSHIP,16,2,1,17
2024 3,ODFL,ELWOOD,LA CROSSE,32,1,2,50
2024 3,ODFL,ELWOOD,PORTLAND,58,4,6,35
2024 3,ODFL,ELWOOD,SEALY,32,2,5,67
2024 3,ODFL,ELWOOD,OTTAWA,44,2,4,28
2024 2,ODFL,REDLANDS,HERMISTON,6,2,6,50
2024 3,ODFL,ELWOOD,GREENFIELD,18,1,4,23
2024 3,ODFL,RICHMOND,MILTON,8,3,3,25
2024 3,ODFL,LANCASTER,BESSEMER,6,2,5,50
2024 3,RBTW,SUMNER,REDLANDS,19,3,3,10
2024 3,ODFL,ELWOOD,URBANA,8,1,2,100
2024 3,ODFL,RICHMOND,TAYLOR,18,1,4,56
2024 2,ODFL,LANCASTER,WILTON,6,3,6,17
2024 3,ODFL,RICHMOND,DUNN,20,1,3,15
2024 3,ODFL,ELWOOD,INWOOD,19,2,4,16
2024 2,RBTW,LANCASTER,REDLANDS,4,2,3,34
2024 3,ODFL,LANCASTER,OKLAHOMA CITY,20,1,4,32
2024 3,RBTW,LANCASTER,LENEXA,3,3,1,67
2024 2,ODFL,ELWOOD,SUN PRAIRIE,3,1,3,100
2024 4,RBTW,GRAND RAPIDS,FENTON,30,1,2,47
2024 4,ODFL,ELWOOD,LAKELAND,8,3,7,25
2024 4,ODFL,ELWOOD,CHEROKEE,13,2,4,16
2024 3,ODFL,ELWOOD,JOLIET,17,1,7,6
2024 4,RBTW,ELWOOD,LENEXA,55,1,2,9
2024 4,ODFL,REDLANDS,PUYALLUP,38,2,8,83
2024 4,ODFL,LANCASTER,SEARCY,14,1,6,58
2024 3,ODFL,REDLANDS,LUGOFF,6,4,7,100
2024 3,ODFL,REDLANDS,OCONOMOWOC,8,4,7,75
2024 4,ODFL,RICHMOND,JUPITER,21,2,5,20
2024 3,ODFL,RICHMOND,RIALTO,11,4,8,19
2024 3,ODFL,LANCASTER,APPLE VALLEY,1,2,3,100
2024 3,ODFL,LANCASTER,LENEXA,4,1,4,100
2024 4,ODFL,LANCASTER,RIVERSIDE,11,1,4,19
2024 2,ODFL,SUMNER,FIFE,2,1,3,100
2024 3,RBTW,RICHMOND,FREDERICKSBURG,11,1,2,17
2024 3,ODFL,RICHMOND,INDIANAPOLIS,12,2,8,20
2024 3,ODFL,LANCASTER,COLDWATER,1,3,3,100
2024 3,ODFL,LANCASTER,EDWARDSVILLE,5,2,6,20
2024 4,ODFL,ELWOOD,WEST JEFFERSON,31,1,4,9
2024 3,ODFL,ELWOOD,LUGOFF,14,2,5,67
2024 4,ODFL,LANCASTER,WEST JEFFERSON,15,3,5,55
2024 3,ODFL,ELWOOD,CHARLOTTE,6,2,4,67
2024 3,RBTW,REDLANDS,DUPONT,10,3,3,20
2024 3,ODFL,PHARR,LONDON,6,3,6,100
2024 4,ODFL,REDLANDS,AURORA,27,2,8,17
2024 4,ODFL,ELWOOD,DACULA,16,2,7,100
2024 4,ODFL,ELWOOD,MIDLAND,8,2,5,25
2024 4,ODFL,ELWOOD,CLEVELAND,38,2,6,53
2024 4,ODFL,RICHMOND,NORTH LITTLE ROCK,2,2,4,100
2024 4,ODFL,RICHMOND,LAKELAND,31,2,7,65
2024 4,ODFL,RICHMOND,DAYTON,3,1,3,100
2024 4,RBTW,REDLANDS,FRENCH CAMP,2,5,1,50
2024 4,ODFL,REDLANDS,STUARTS DRAFT,2,4,5,100
2024 4,ODFL,LANCASTER,BENTONVILLE,4,1,5,50
2024 4,ODFL,LANCASTER,DAYTON,12,1,4,34
2024 4,ODFL,LANCASTER,WAXAHACHIE,20,1,3,65
2025 1,ODFL,REDLANDS,BUCKEYE,13,2,4,47
2024 4,ODFL,LANCASTER,ARDMORE,15,3,5,14
2025 1,RBTW,GRAND RAPIDS,RICHMOND,55,5,2,6
2024 4,ODFL,LANCASTER,LUFKIN,3,1,1,34
2025 1,ODFL,ELWOOD,ST. JAMES,16,3,4,13
2025 1,ODFL,ELWOOD,SHAKOPEE,20,2,3,78
2025 1,ODFL,REDLANDS,PRESCOTT VALLEY,14,2,2,93
2025 1,ODFL,RICHMOND,STAUNTON,14,1,3,100
2024 4,ODFL,RICHMOND,CHICAGO,4,2,6,50
2024 4,ODFL,ELWOOD,BYRON CENTER,8,1,4,25
2024 3,ODFL,RICHMOND,PORTLAND,2,2,6,100
2024 3,ODFL,PHARR,SPOKANE,4,4,5,75
2024 4,ODFL,PHARR,REDLANDS,24,3,6,17
2024 4,ODFL,LANCASTER,MADISON,37,2,7,11
2024 4,ODFL,PHARR,MONTGOMERY,6,4,7,67
2025 1,ODFL,RICHMOND,JACKSONVILLE,38,3,6,56
2025 1,RBTW,LANCASTER,OKLAHOMA CITY,1,1,1,100
2025 1,ODFL,REDLANDS,RANCHO CUCAMONGA,13,2,9,47
2025 1,ODFL,ELWOOD,MIDWAY,6,2,4,67
2025 1,ODFL,PHARR,ORLANDO,36,4,9,12
2025 1,ODFL,ELWOOD,LA CROSSE,34,1,2,75
2025 1,ODFL,RICHMOND,BOYNTON BEACH,14,3,8,93
2025 1,ODFL,ELWOOD,LEBANON,11,2,3,28
2024 4,ODFL,PHARR,LA MIRADA,3,3,7,100
2024 4,ODFL,PHARR,LONDON,15,3,8,40
2024 4,ODFL,ELWOOD,GARDEN CITY,5,2,9,60
2024 4,ODFL,LANCASTER,OTTAWA,4,1,5,50
2024 3,ODFL,LANCASTER,LACEY,1,4,7,100
2024 4,ODFL,REDLANDS,MIDLOTHIAN,2,2,6,100
2024 4,ODFL,ELWOOD,PERRYSBURG,6,1,2,67
2024 4,ODFL,LANCASTER,PRESCOTT VALLEY,4,3,3,50
2025 1,ODFL,RICHMOND,CHIPPEWA FALLS,6,3,4,50
2025 1,ODFL,REDLANDS,MERIDIAN,14,2,4,72
